Wall time,Step,Value
1619437845.7904007,0,2.0087544918060303
1619437850.0239358,0,1.7356001138687134
1619437856.1633294,0,1.4336155652999878
1619437861.256063,0,1.3905375003814697
1619437861.6621869,0,1.543198585510254
1619437864.895969,0,1.7112631797790527
1619437867.6922798,0,1.5132280588150024
1619437867.8641183,0,1.5068196058273315
1619437868.5358627,0,1.4806424379348755
1619437916.2138467,1,1.4580450057983398
1619437921.4003048,1,1.1337803602218628
1619437924.962097,1,1.0573163032531738
1619437925.5557268,1,1.1678674221038818
1619437929.5549326,1,1.2321609258651733
1619437930.6328385,1,1.1454761028289795
1619437936.1161234,1,1.0540980100631714
1619437936.7878592,1,1.096977710723877
1619437978.138978,2,1.0290857553482056
1619437980.4666557,2,1.1245478391647339
1619437995.557386,2,1.1374356746673584
1619437999.8221486,2,0.635495126247406
1619438003.024634,2,0.6631779074668884
1619438043.735277,3,0.6575279235839844
1619438050.562026,3,0.5690138936042786
1619438055.2485847,3,0.7557835578918457
1619438055.498551,3,0.7120446562767029
1619438056.7014194,3,0.6326724290847778
1619438057.0451005,3,0.7216045260429382
1619438061.1536565,3,0.5165985822677612
1619438061.7629223,3,0.7271245121955872
1619438065.4028118,3,0.7579597234725952
1619438075.228971,3,0.5096419453620911
1619438121.3447626,4,0.6314641237258911
1619438125.06277,4,0.5342333912849426
1619438125.3126903,4,0.5384210348129272
1619438134.3890326,4,0.7696236371994019
1619438137.1541061,4,0.6156443357467651
1619438140.5908854,4,0.5473206043243408
1619438184.941441,5,0.5898222923278809
1619438190.0966146,5,0.6132091283798218
1619438198.9386456,5,0.6296677589416504
1619438204.2188404,5,0.557169497013092
1619438208.0149574,5,0.4392620325088501
1619438249.2254846,6,0.3900284469127655
1619438253.2715483,6,0.6289030313491821
1619438257.5050783,6,0.5091665387153625
1619438257.5988233,6,0.5463643670082092
1619438258.6142313,6,0.4860043227672577
1619438261.472987,6,0.3769853115081787
1619438274.4235737,6,0.46722468733787537
1619438314.009425,7,0.3572772741317749
1619438333.2555792,7,0.404933899641037
1619438339.2231412,7,0.3627960681915283
1619438384.3547573,8,0.2876259386539459
1619438390.2285335,8,0.4700924754142761
1619438391.572015,8,0.32859623432159424
1619438391.650175,8,0.36349985003471375
1619438396.5085793,8,0.4457884728908539
1619438458.839883,9,0.3456536531448364
1619438459.0116756,9,0.37009739875793457
1619438463.2452526,9,0.27463483810424805
1619438469.2128122,9,0.3095088601112366
1619438475.461562,9,0.386566698551178
1619438476.1333036,9,0.3625508248806
1619438520.6399953,10,0.3618393838405609
1619438523.1707437,10,0.4215937554836273
1619438530.2006326,10,0.35122519731521606
1619438535.6370027,10,0.3762611746788025
1619438544.2915707,10,0.3433232009410858
1619438547.6815183,10,0.316758930683136
1619438590.0480573,11,0.3076260983943939
1619438597.3746765,11,0.21560199558734894
1619438605.2950208,11,0.4820854961872101
1619438606.7634337,11,0.3510473072528839
1619438621.104363,11,0.2638033926486969
1619438621.8385887,11,0.4963510036468506
1619438666.8608527,12,0.313617467880249
1619438668.0481172,12,0.3935680091381073
1619438682.6389427,12,0.23399610817432404
1619438729.738873,13,0.23141729831695557
1619438732.0978239,13,0.2669250965118408
1619438750.0942333,13,0.29220446944236755
1619438751.3595583,13,0.24451428651809692
1619438803.3804698,14,0.22042369842529297
1619438814.5032496,14,0.3033374845981598
1619438818.3618524,14,0.18184171617031097
1619438826.1571753,14,0.3041452169418335
1619438831.452943,14,0.4337099492549896
1619438867.0396404,15,0.3081604540348053
1619438869.9921691,15,0.42395108938217163
1619438877.2095034,15,0.24658441543579102
1619438895.7995174,15,0.28824979066848755
1619438897.7053883,15,0.28391024470329285
1619438939.259591,16,0.15620124340057373
1619438946.5862498,16,0.39749836921691895
1619438964.301467,16,0.28734511137008667
1619438967.2696223,16,0.32236236333847046
1619439010.667159,17,0.15823623538017273
1619439011.6982067,17,0.20484860241413116
1619439023.8833203,17,0.37136709690093994
1619439034.4280412,17,0.23336336016654968
1619439083.3401978,18,0.17556717991828918
1619439086.8863654,18,0.10424888134002686
1619439107.6478453,18,0.26087501645088196
1619439150.1236947,19,0.14416386187076569
1619439150.3580694,19,0.1142679750919342
1619439151.6078207,19,0.13803400099277496
1619439154.3728926,19,0.18171600997447968
1619439180.6020248,19,0.17094241082668304
1619439181.601823,19,0.17221863567829132
1619439219.406785,20,0.14935465157032013
1619439232.8572218,20,0.18788544833660126
1619439239.949558,20,0.239674910902977
1619439251.4628794,20,0.1869897097349167
1619439290.017689,21,0.12404291331768036
1619439302.0309093,21,0.14968524873256683
1619439302.4995706,21,0.1969161033630371
1619439303.327483,21,0.1443675458431244
1619439314.840856,21,0.21063877642154694
1619439315.8250325,21,0.21421268582344055
1619439325.0575666,21,0.1795131117105484
1619439385.0612106,22,0.17468036711215973
1619439389.9352386,22,0.23419655859470367
1619439390.6382234,22,0.10245425999164581
1619439431.0519826,23,0.16014063358306885
1619439455.3596766,23,0.16961529850959778
1619439509.4113863,24,0.19066418707370758
1619439516.9723775,24,0.1542506217956543
1619439518.2065024,24,0.19737854599952698
1619439529.8291843,24,0.19195272028446198
1619439531.7662961,24,0.10819748789072037
1619439580.7290158,25,0.05240820720791817
1619439586.4623168,25,0.12635985016822815
1619439657.129761,26,0.08201336860656738
1619439657.910851,26,0.09796881675720215
1619439669.389316,26,0.14293602108955383
1619439676.9190185,26,0.16244588792324066
1619439680.808868,26,0.06299909949302673
1619439723.202979,27,0.10400568693876266
1619439727.2178028,27,0.12312915921211243
1619439737.372074,27,0.1537552773952484
1619439737.4814248,27,0.1295444369316101
1619439739.6840634,27,0.2082212269306183
1619439745.917194,27,0.11125823855400085
1619439750.5569358,27,0.11565135419368744
1619439750.853757,27,0.19913017749786377
1619439754.1811702,27,0.18985888361930847
1619439791.2954457,28,0.08951433002948761
1619439791.982851,28,0.1390918642282486
1619439796.122604,28,0.13791753351688385
1619439803.9960785,28,0.14988617599010468
1619439805.7613049,28,0.09093473106622696
1619439867.854172,29,0.09474697709083557
1619439872.7438202,29,0.1782580316066742
1619439874.556002,29,0.11100076138973236
1619439877.4772522,29,0.16317234933376312
1619439878.2427213,29,0.08044372498989105
1619439881.3983881,29,0.12306351959705353
1619439892.3024187,29,0.18669013679027557
1619439934.9313526,30,0.14319008588790894
1619439953.9588037,30,0.08528947085142136
1619439954.427459,30,0.20310720801353455
1619440007.0462992,31,0.09393871575593948
1619440009.2802246,31,0.13425549864768982
1619440020.8404186,31,0.1048407182097435
1619440091.404375,32,0.13285833597183228
1619440111.6190894,32,0.21175198256969452
1619440151.9513047,33,0.08579695969820023
1619440160.6995566,33,0.08129696547985077
1619440163.2146819,33,0.09080880135297775
1619440165.229898,33,0.08166684955358505
1619440166.417117,33,0.10097397863864899
1619440167.9324818,33,0.1340692937374115
1619440231.400667,34,0.04434587061405182
1619440241.6486206,34,0.11765410006046295
1619440245.8196654,34,0.09341199696063995
1619440251.0061228,34,0.10780926048755646
1619440253.2869244,34,0.048495709896087646
1619440259.238859,34,0.14628320932388306
1619440306.2568278,35,0.07800174504518509
1619440313.9271727,35,0.09386526048183441
1619440368.1783128,36,0.13140086829662323
1619440382.3903692,36,0.06547452509403229
1619440389.920116,36,0.10631909966468811
1619440392.6696134,36,0.09382201731204987
1619440394.356778,36,0.1001591756939888
1619440400.2305965,36,0.1167406514286995
1619440405.3076706,36,0.10580644756555557
1619440458.0436137,37,0.06420853734016418
1619440458.6684942,37,0.05194422975182533
1619440461.6991336,37,0.1139325276017189
1619440462.6052063,37,0.0649728775024414
1619440463.6362514,37,0.046234630048274994
1619440473.0093873,37,0.13538113236427307
1619440473.8529613,37,0.09663522243499756
1619440475.7744546,37,0.08162213861942291
1619440516.4657733,38,0.08423668146133423
1619440518.371637,38,0.09889811277389526
1619440538.351986,38,0.10724296420812607
1619440547.1627722,38,0.06629850715398788
1619440590.2598953,39,0.1426021009683609
1619440595.977504,39,0.12110283970832825
1619440610.568337,39,0.05030043423175812
1619440610.740181,39,0.05988762900233269
1619440613.7083404,39,0.10124655812978745
1619440670.2089078,40,0.1516461968421936
1619440672.3803496,40,0.1774243712425232
1619440693.7787468,40,0.07037104666233063
1619440737.8012073,41,0.038834769278764725
1619440739.8476725,41,0.056085169315338135
1619440752.2009711,41,0.06606317311525345
1619440758.9808679,41,0.03675606846809387
1619440760.996113,41,0.11186076700687408
1619440766.8542933,41,0.1408279985189438
1619440810.1077,42,0.042521581053733826
1619440827.369877,42,0.10075293481349945
1619440837.6334531,42,0.13199485838413239
1619440876.6222315,43,0.021398892626166344
1619440880.5121272,43,0.05687783658504486
1619440895.9777892,43,0.07874668389558792
1619440898.8678381,43,0.04906676709651947
1619440946.745188,44,0.06460172683000565
1619440951.5410612,44,0.03471734747290611
1619440953.837528,44,0.10308358073234558
1619440955.899622,44,0.09337886422872543
1619440965.569562,44,0.04816504195332527
1619440975.1770191,44,0.07219801843166351
1619440976.6142306,44,0.1913566291332245
1619440979.2699428,44,0.06856563687324524
1619440979.9573138,44,0.07492832839488983
1619441017.1024048,45,0.037525027990341187
1619441026.1474743,45,0.04914300516247749
1619441048.6235664,45,0.07681985944509506
1619441089.2560782,46,0.137093186378479
1619441093.5520477,46,0.06372309476137161
1619441112.9198472,46,0.08491742610931396
1619441118.4812398,46,0.11510929465293884
1619441165.468022,47,0.08377139270305634
1619441179.8557744,47,0.07977297902107239
1619441238.9498303,48,0.03731813654303551
1619441250.3381824,48,0.05884086713194847
1619441265.6320052,48,0.06959114968776703
1619441304.917242,49,0.030405865982174873
1619441315.540128,49,0.04316959157586098
1619441340.7348323,49,0.1366424709558487
1619441385.9757082,50,0.12419752031564713
1619441387.4285414,50,0.034664660692214966
1619441395.317592,50,0.10082684457302094
1619441406.7807279,50,0.03033274970948696
1619441414.591667,50,0.06170754134654999
1619441454.458701,51,0.1582404524087906
1619441458.489153,51,0.10891164094209671
1619441460.3794055,51,0.15455378592014313
1619441461.2345288,51,0.12048038840293884
1619441469.139197,51,0.029932614415884018
1619441479.2934208,51,0.06697560846805573
1619441479.5433707,51,0.03752052038908005
1619441479.9651666,51,0.05865824222564697
1619441486.026452,51,0.03463467210531235
1619441532.5452867,52,0.029882432892918587
1619441537.0911975,52,0.07308513671159744
1619441542.746376,52,0.03140142932534218
1619441542.855672,52,0.07233652472496033
1619441545.0115323,52,0.12617097795009613
1619441546.51123,52,0.03406412526965141
1619441599.19972,53,0.03724248707294464
1619441599.4653404,53,0.013092109002172947
1619441604.3706145,53,0.030290493741631508
1619441606.7919996,53,0.08610820025205612
1619441627.6784556,53,0.037257879972457886
1619441668.1664739,54,0.03284648060798645
1619441674.6026886,54,0.04924152046442032
1619441676.9615893,54,0.06847555935382843
1619441684.8194015,54,0.07411982864141464
1619441685.100586,54,0.04518743231892586
1619441685.5692496,54,0.035486187785863876
1619441691.8180027,54,0.0645369365811348
1619441693.333326,54,0.049676887691020966
1619441737.9615796,55,0.024701889604330063
1619441753.0367424,55,0.05729362368583679
1619441763.3745456,55,0.05974739044904709
1619441765.717835,55,0.0494086854159832
1619441767.4674833,55,0.051368508487939835
1619441767.9673805,55,0.02252434752881527
1619441817.379391,56,0.08335035294294357
1619441839.1060412,56,0.040148716419935226
1619441878.1138742,57,0.03979708254337311
1619441881.6873784,57,0.023172695189714432
1619441884.311895,57,0.06047612801194191
1619441895.0128767,57,0.12777337431907654
1619441901.6677563,57,0.0327933207154274
1619441956.4188957,58,0.08879116922616959
1619441963.3862534,58,0.026845628395676613
1619441971.8689408,58,0.05217417702078819
1619442025.073345,59,0.026881586760282516
1619442025.9950843,59,0.0312570258975029
1619442029.1819475,59,0.021770857274532318
1619442030.13488,59,0.012688773684203625
1619442032.556274,59,0.019988104701042175
1619442036.7741807,59,0.02380228042602539
