Wall time,Step,Value
1619362765.237363,0,2.1166939735412598
1619362765.5221076,0,2.0443155765533447
1619362767.9733062,0,1.8986005783081055
1619362770.1307988,0,1.8700016736984253
1619362776.2575433,0,1.63436758518219
1619362777.084897,0,1.6021239757537842
1619362819.043209,1,1.5260274410247803
1619362819.4583793,1,1.5057482719421387
1619362821.2414744,1,1.5711060762405396
1619362822.886226,1,1.5588055849075317
1619362826.2892299,1,1.383118987083435
1619362826.481383,1,1.4158668518066406
1619362827.2116258,1,1.3311086893081665
1619362873.204951,2,1.1715004444122314
1619362877.155543,2,1.2226791381835938
1619362878.5005658,2,1.1097859144210815
1619362884.5797765,2,1.0527293682098389
1619362889.6265373,2,1.1583170890808105
1619362890.468875,2,1.045733094215393
1619362991.9187684,3,0.9677565693855286
1619362993.5953803,3,0.8913754224777222
1619362996.5792315,3,0.9005144238471985
1619363002.7500389,3,0.9840969443321228
1619363003.5286088,3,1.11689293384552
1619363008.4728205,3,0.827321469783783
1619363045.857077,4,1.0249942541122437
1619363047.726842,4,0.9602339267730713
1619363048.3968878,4,0.9340237379074097
1619363051.7620587,4,0.8850209712982178
1619363066.0839956,4,0.7403911352157593
1619363069.4909804,4,0.6425173282623291
1619363109.6549907,5,0.7909162044525146
1619363114.2218754,5,0.6539740562438965
1619363117.6746035,5,0.7593886852264404
1619363163.8511174,6,0.7188029289245605
1619363171.6915681,6,0.6559314727783203
1619363176.8269382,6,0.46291589736938477
1619363177.0728574,6,0.7442574501037598
1619363178.3004446,6,0.6937609314918518
1619363178.6489098,6,0.5923367142677307
1619363220.516413,7,0.6246793270111084
1619363221.3268416,7,0.4436379075050354
1619363226.5588348,7,0.573998749256134
1619363229.7108958,7,0.6494946479797363
1619363235.6397796,7,0.4596690237522125
1619363238.9471939,7,0.49077722430229187
1619363276.5893173,8,0.6278673410415649
1619363278.4262235,8,0.5798887014389038
1619363285.419406,8,0.5125665664672852
1619363292.1925592,8,0.5257958769798279
1619363294.5272713,8,0.6015815734863281
1619363295.740923,8,0.5240075588226318
1619363298.0139067,8,0.545245349407196
1619363298.4211106,8,0.5671752095222473
1619363339.2681155,9,0.4722135365009308
1619363345.603194,9,0.5448200702667236
1619363347.69,9,0.48964813351631165
1619363347.9877458,9,0.45716220140457153
1619363348.750371,9,0.5711367726325989
1619363352.7925148,9,0.46144306659698486
1619363354.3596568,9,0.5165607929229736
1619363355.6897478,9,0.4921894669532776
1619363561.4341476,10,0.3854030966758728
1619363698.1267922,10,0.5020822286605835
1619364149.710801,11,0.54104083776474
1619364194.0882492,11,0.49125829339027405
1619364318.6383457,11,0.3838023841381073
